modelIdentifier;supplierOrTrademark;powerOnModeSDR;category
S24E650PL;Samsung;25.0;MONITOR
S24E650XW;Samsung;30.0;MONITOR
S24F354FHU;Samsung;20.0;MONITOR
S24H650GDU;Samsung;23.0;MONITOR
S24R39MHAU;Samsung;25.0;MONITOR
S27AM500NU;Samsung;26.0;MONITOR
S27AM504NU;Samsung;26.0;MONITOR
S27E332H;Samsung;24.0;MONITOR
S27R356FHU;Samsung;22.0;MONITOR
S27R750QEU;Samsung;48.0;MONITOR
S32AM500NU;Samsung;26.0;MONITOR
S32AM700UU;Samsung;48.0;MONITOR
S32D850T;Samsung;56.0;MONITOR
U28E850R;Samsung;39.0;MONITOR
HG55EJ690UB;Samsung;126.0;TELEVISION
HG49EE590HK;Samsung;65.0;TELEVISION
HG43EJ690UA;Samsung;84.0;TELEVISION
HG32EE694DK;Samsung;44.0;TELEVISION
HG65TS030EB;Samsung;151.0;TELEVISION
HG43ET690UB;Samsung;78.0;TELEVISION
HG43ET690UA;Samsung;78.0;TELEVISION
HG65TS030EA;Samsung;151.0;TELEVISION
LO552;Planar;98.3;SIGNAGE
75A7120F;Hisense;156.0;TELEVISION
75A7140F;Hisense;156.0;TELEVISION
75A7120FTUK;Hisense;156.0;TELEVISION
55A7500FTUK;Hisense;92.0;TELEVISION
55AE7450F;Hisense;92.0;TELEVISION
55AE7410F;Hisense;92.0;TELEVISION
65AE7250F;Hisense;112.0;TELEVISION
65AE7210FTUK;Hisense;112.0;TELEVISION
T1932MSC-B5AG;IIYAMA CORPORATION;14.2;MONITOR
DuraVision FDX1203T;EIZO;9.0;MONITOR
75NANO903NA;LG Electronics;165.0;TELEVISION
75NANO916NA;LG Electronics;165.0;TELEVISION
75NANO913NA;LG Electronics;165.0;TELEVISION
75UN85006LA;LG Electronics;172.0;TELEVISION
VS17287;ViewSonic;21.5;MONITOR
DuraVision FDS1782T;EIZO;16.0;MONITOR
LI2054(LI2054A);Lenovo;9.9;MONITOR
V24 (HSD-0067-V);HP, Inc.;12.7;MONITOR
MSI;Optix MAG322CR;32.8;MONITOR
LT-28FD100;JVC;26.0;TELEVISION
LI2215sD;Lenovo;12.5;MONITOR
EI431CR;acer;46.5;MONITOR
H32BE5000;Hisense;38.0;TELEVISION
SMT32N30HC4L1B1;SmartTech;30.0;TELEVISION
S27i-10 (A18270FS0);Lenovo;15.7;MONITOR
L22e-20 (A18215FL0);Lenovo;11.8;MONITOR
43UN74003LB;LG Electronics;65.0;TELEVISION
43UN73003LC;LG Electronics;65.0;TELEVISION
43UN73903LE;LG Electronics;65.0;TELEVISION
43NANO793NE;LG Electronics;65.0;TELEVISION
43UN80003LC;LG Electronics;66.0;TELEVISION
49UN71006LB;LG Electronics;63.0;TELEVISION
75NANO796NF;LG Electronics;164.0;TELEVISION
75UN81006LB;LG Electronics;170.0;TELEVISION
70UN74003LA;LG Electronics;149.0;TELEVISION
50UN74006LB;LG Electronics;85.0;TELEVISION
75NANO793NF;LG Electronics;164.0;TELEVISION
86NANO913NA;LG Electronics;206.0;TELEVISION
5555/9810;TechniSat;92.5;TELEVISION
5549/9716;TechniSat;48.0;TELEVISION
5522/9716;TechniSat;19.5;TELEVISION
78-2549-00;NORDMENDE;72.2;TELEVISION
78-2543-00;NORDMENDE;58.8;TELEVISION
55UG6330X1;THOMSON;60.0;TELEVISION
50UG6430X1;THOMSON;51.0;TELEVISION
43UG6330X1;THOMSON;44.0;TELEVISION
LT-24FD200;JVC;21.0;TELEVISION
43LT340C0ZB;LG Electronics;46.0;TELEVISION
DuraVision FDS1721T;EIZO;13.0;MONITOR
70AE7010F;Hisense;142.0;TELEVISION
70A7100FTUK;Hisense;142.0;TELEVISION
SMT58N30UC2M1B1;SmartTech;97.0;TELEVISION
E24u G4 HSD-0083-W;HP, Inc.;13.7;MONITOR
H43BE7000;Hisense;54.0;TELEVISION
H55B7100;Hisense;86.0;TELEVISION
H55BE7000;Hisense;86.0;TELEVISION
H55B7320;Hisense;86.0;TELEVISION
BE75T-H;Samsung;185.0;SIGNAGE
TIO24Gen4(A20TIO24);Lenovo;14.4;MONITOR
TIO24Gen4Touch(A20TIO24T);Lenovo;14.8;MONITOR
B2282HS-B5;IIYAMA CORPORATION;13.3;MONITOR
ENTER 42 PRO X2;DYON;48.0;TELEVISION
55UN74006LB;LG Electronics;102.0;TELEVISION
55NANO916NA;LG Electronics;94.9;TELEVISION
43 VOE 20 UHS000;GRUNDIG;67.0;TELEVISION
55U7QF;Hisense;91.0;TELEVISION
65A7520FTUK;Hisense;125.0;TELEVISION
49NANO816NA;LG Electronics;79.0;TELEVISION
OLED55CX5LB;LG Electronics;106.0;TELEVISION
OLED48CX5LC;LG Electronics;90.8;TELEVISION
55P611X1;TCL;60.0;TELEVISION
65AP610X1;TCL;75.0;TELEVISION
R43A7250GTUK;Hisense;62.0;TELEVISION
R65AE7200GTUK;Hisense;115.0;TELEVISION
LT-19HA82U;JVC;15.0;TELEVISION
UE32T4002AK;Samsung;27.0;TELEVISION
VS17736;ViewSonic;34.2;MONITOR
65NANO863NA;LG Electronics;123.0;TELEVISION
65NANO953NA;LG Electronics;177.0;TELEVISION
65NANO956NA;LG Electronics;177.0;TELEVISION
65NANO993NA;LG Electronics;292.0;TELEVISION
60UN71003LB;LG Electronics;117.0;TELEVISION
OLED77CX6LA;LG Electronics;163.0;TELEVISION
OLED77GX6LA;LG Electronics;164.0;TELEVISION
OLED48CX8LC;LG Electronics;90.8;TELEVISION
OLED55GX6LA;LG Electronics;111.0;TELEVISION
OLED65BX9LB;LG Electronics;122.0;TELEVISION
OLED65GX9LA;LG Electronics;138.0;TELEVISION
65NANO796NE;LG Electronics;135.0;TELEVISION
65NANO903NA;LG Electronics;118.0;TELEVISION
HY-TQL32R4-009;HYUNDAI;33.0;TELEVISION
T1531SR-W5;IIYAMA CORPORATION;10.6;MONITOR
T1931SR-B5;IIYAMA CORPORATION;14.2;MONITOR
TD32DLED21;TECHWOOD;32.0;TELEVISION
SMT32Z3;SmartTech;30.0;TELEVISION
TF2234MC-B6AGB A;IIYAMA CORPORATION;18.9;MONITOR
R271;acer;17.3;MONITOR
H32B5600;Hisense;30.0;TELEVISION
50U7QFTUK;Hisense;84.0;TELEVISION
50AE7010FTUK;Hisense;76.0;TELEVISION
50A7140F;Hisense;76.0;TELEVISION
50A7160F;Hisense;76.0;TELEVISION
50AE7050F;Hisense;76.0;TELEVISION
PS5574KT;Planar;121.0;SIGNAGE
PS6574K-N;Planar;101.0;SIGNAGE
PS6574KT;Planar;101.0;SIGNAGE
VM55LX-M;Planar;130.0;SIGNAGE
65U7QF;Hisense;130.0;TELEVISION
PL5501;BenQ;174.0;SIGNAGE
65A7120F;Hisense;112.0;TELEVISION
65A7120FTUK;Hisense;112.0;TELEVISION
65AE7010FTUK;Hisense;112.0;TELEVISION
XUB2495WSU-B3;IIYAMA CORPORATION;17.8;MONITOR
55US762H0ZC;LG Electronics;90.0;TELEVISION
86UN851C0ZA;LG Electronics;202.0;TELEVISION
86UN85006LA;LG Electronics;202.0;TELEVISION
49UN73003LA;LG Electronics;61.9;TELEVISION
49UN74006LB;LG Electronics;61.9;TELEVISION
50NANO793NE;LG Electronics;86.0;TELEVISION
55NANO803NA;LG Electronics;98.0;TELEVISION
55NANO816NA;LG Electronics;98.0;TELEVISION
R221Q;acer;13.4;MONITOR
R43A7200GTUK;Hisense;62.0;TELEVISION
R50AE7200GTUK;Hisense;76.0;TELEVISION
43PUS7505/12;PHILIPS;67.0;TELEVISION
49UT761H0ZA;LG Electronics;84.0;TELEVISION
49UT661H0ZA;LG Electronics;72.0;TELEVISION
55UT761H0ZA;LG Electronics;85.0;TELEVISION
GU75TU7179U;SAMSUNG;184.0;TELEVISION
UE75TU7090U;SAMSUNG;154.0;TELEVISION
UE50TU8510U;SAMSUNG;110.0;TELEVISION
UE70TU6905K;SAMSUNG;152.0;TELEVISION
HS278PPB(HSG1377);Hannspree;17.2;MONITOR
HP278PJB(HSG1377);Hannspree;17.2;MONITOR
Optix G271;MSI;26.0;MONITOR
G27F;GIGABYTE;21.0;MONITOR
58MUB6010;METZ;124.0;TELEVISION
HS248PPB(HSG1370);Hannspree;14.0;MONITOR
EK241Y;acer;22.0;MONITOR
EK241QK;acer;26.0;MONITOR
ALD-12593;"LED TV Ultrawide 24""   / DVB-S2, DVB-T2, DVB-C / DVD-Player ";22.0;TELEVISION
24B2XH;AOC;17.0;MONITOR
E2270SWDN;AOC;15.4;MONITOR
UE43TU7099U;SAMSUNG;67.0;TELEVISION
GU55TU7179U;SAMSUNG;103.0;TELEVISION
LEDW190;Reflexion;16.0;TELEVISION
LDDW320;Reflexion;32.0;TELEVISION
LEDW24i;Reflexion;21.0;TELEVISION
LEDW28i;Reflexion;23.0;TELEVISION
LEDW32i;Reflexion;32.0;TELEVISION
"Vechline 22""";alphatronics GmbH;20.0;TELEVISION
VG35VQ;ASUS;41.7;MONITOR
TV2460;ANTARION;21.0;TELEVISION
32550;CROWN;32.0;TELEVISION
Royal Line II 24 Deluxe;Megasat/TV;20.0;TELEVISION
UA55FT5505;homeX;77.0;TELEVISION
HT221PPB(HSG1420);Hannspree;13.0;MONITOR
ND50KS4200N UHD Smart;Nordmende;63.0;TELEVISION
24PFS6855/12;PHILIPS;22.0;TELEVISION
T2435MSC-B2;IIYAMA CORPORATION;18.9;MONITOR
TV1931;ANTARION;15.0;TELEVISION
M27Q;GIGABYTE;26.0;MONITOR
22V2Q;AOC;13.0;MONITOR
24V2Q;AOC;13.9;MONITOR
C49J890DKR;SAMSUNG;54.0;MONITOR
50A62G;Hisense;76.0;TELEVISION
50A66G;Hisense;76.0;TELEVISION
50A67G;Hisense;76.0;TELEVISION
50A69G;Hisense;76.0;TELEVISION
50A60GTUK;Hisense;76.0;TELEVISION
55A60G;Hisense;84.0;TELEVISION
55A62G;Hisense;84.0;TELEVISION
50A61GTUK;Hisense;76.0;TELEVISION
55A69G;Hisense;84.0;TELEVISION
55A68GCH;Hisense;84.0;TELEVISION
55A69GNE;Hisense;84.0;TELEVISION
22B2D;AOC;15.4;MONITOR
24P1;AOC;18.0;MONITOR
M2060SWDA2;AOC;13.4;MONITOR
43A61GCH;Hisense;51.0;TELEVISION
43A67GTUK;Hisense;51.0;TELEVISION
65A7GQ;Hisense;111.0;TELEVISION
65A66G;Hisense;125.0;TELEVISION
65A69G;Hisense;125.0;TELEVISION
65A67GTUK;Hisense;125.0;TELEVISION
C32G53TQWR;SAMSUNG;40.0;MONITOR
C27G53TQWR;SAMSUNG;25.0;MONITOR
 F32TU870VR ;SAMSUNG;39.0;MONITOR
LED2445HDA;Andersson;22.0;TELEVISION
SMART 55 XT;DYON;103.0;TELEVISION
F24T374FWR;SAMSUNG;18.0;MONITOR
65A70GQTUK;Hisense;111.0;TELEVISION
65A76GQTUK;Hisense;111.0;TELEVISION
65A77GQTUK;Hisense;111.0;TELEVISION
43MUC8001Z;METZ;60.0;TELEVISION
50MUC8000Z;METZ;66.0;TELEVISION
65MUC7000Z;METZ;100.0;TELEVISION
55MUC7111Z;METZ;90.0;TELEVISION
65MUC7111Z;METZ;100.0;TELEVISION
VG271 P;acer;26.0;MONITOR
CP1271;acer;26.0;MONITOR
QX-43;AG Neovo;63.5;SIGNAGE
24MP60G;LG Electronics;16.9;MONITOR
K202HQL;acer;13.6;MONITOR
HY-TVS42FHD-002;HYUNDAI;51.0;TELEVISION
LED TV SONIC43 SM4K LED10;TELE System;59.0;TELEVISION
LED TV SOUND32 LS10;TELE System;30.0;TELEVISION
HY-TVS70UH-001;HYUNDAI;153.0;TELEVISION
LED TV PALCO22 LED09 T2S2 HEVC;TELE System;22.0;TELEVISION
Optix MAG273R2 ;MSI;25.0;MONITOR
Optix MAG2732;MSI;25.0;MONITOR
K202HQL A;acer;13.6;MONITOR
L22e-30(A21215FS0);Lenovo;16.0;MONITOR
32MTB7000Z;METZ;31.0;TELEVISION
24LED9109CTS2DVDWIFI;Salora;22.0;TELEVISION
TV-24LE140T2S2;VIVAX;21.0;TELEVISION
LE 40S10FEU;DYRAS;45.0;TELEVISION
HO225DTB(HSG1366) ;Hannspree;13.0;MONITOR
TH-49SQE1W;Panasonic;108.0;SIGNAGE
TH-65CQE1W;Panasonic;194.0;SIGNAGE
XR-55A84J;SONY;106.0;TELEVISION
39DTAH455;TELEFUNKEN;36.0;TELEVISION
50UL2163DG;TOSHIBA;71.0;TELEVISION
SA40S67A9;SABA;47.0;TELEVISION
LE-40G10FEU;DYRAS;55.0;TELEVISION
MB16AC;ASUS;6.0;MONITOR
C27G56TQWR;SAMSUNG;25.0;MONITOR
27B1H;AOC;21.0;MONITOR
B247YU;acer;21.0;MONITOR
VA24DQLB-W;ASUS;11.6;MONITOR
CP1241Y;acer;22.0;MONITOR
CB272 A;acer;21.0;MONITOR
ED322Q;acer;32.0;MONITOR
24HAE2252;HITACHI;22.0;TELEVISION
TEK32S;TELECO s.p.a;31.0;TELEVISION
LED TV PALCO42 LED10;TELE System;42.0;TELEVISION
OLED48C17LB;LG Electronics;88.0;TELEVISION
OLED77C14LB;LG Electronics;162.0;TELEVISION
OLED65B16LA;LG Electronics;122.0;TELEVISION
27B2DA;AOC;20.0;MONITOR
OLED77G1RLA;LG Electronics;171.0;TELEVISION
OLED65G1RLA;LG Electronics;128.0;TELEVISION
XTV-3203-WIFI;ELBE;32.0;TELEVISION
43PUS8545/12;PHILIPS;65.0;TELEVISION
M156EE;Blackstorm;7.3;MONITOR
TE43554G54V2KA;TELEFUNKEN;42.0;TELEVISION
XR-65A83J;SONY;137.0;TELEVISION
DV555K;acer;100.0;SIGNAGE
Optix G241VC ;MSI;21.0;MONITOR
TL43FHD21NS;TUCSON;42.0;TELEVISION
65OLED705/12;PHILIPS;116.0;TELEVISION
55OLED855/12;PHILIPS;113.0;TELEVISION
50HFL5014/12;PHILIPS;49.0;TELEVISION
43HFL6014U/12;PHILIPS;67.0;TELEVISION
HG55ET670UA;SAMSUNG;114.0;TELEVISION
DV555;acer;122.6;SIGNAGE
TV LED PALCO20X;TELE System;16.0;TELEVISION
GQ85Q60AAU;SAMSUNG;141.0;TELEVISION
GQ55Q70AAT;SAMSUNG;77.0;TELEVISION
GQ32LS03TCU;SAMSUNG;33.0;TELEVISION
TFK22DS21B;TELEFUNKEN;22.0;TELEVISION
TFK22S21B;TELEFUNKEN;22.0;TELEVISION
UE55AU9002K ;SAMSUNG;94.0;TELEVISION
58A7100FS;Hisense;99.0;TELEVISION
55A7100FS;Hisense;86.0;TELEVISION
GQ55Q80AAT;SAMSUNG;110.0;TELEVISION
C27R500FHR;SAMSUNG;26.0;MONITOR
43 GFU 7960B USH000;GRUNDIG;59.0;TELEVISION
43 GFU 7900B UPR000;GRUNDIG;59.0;TELEVISION
50 GFU 7990B UQH000;GRUNDIG;65.0;TELEVISION
55 GFU 8960B UQP000;GRUNDIG;87.0;TELEVISION
55 GFU 7960B USK000;GRUNDIG;77.0;TELEVISION
50 GFU 7900W URG000;GRUNDIG;65.0;TELEVISION
43 GFU 7904W URS000;GRUNDIG;59.0;TELEVISION
27UP850;LG Electronics;31.6;MONITOR
50QLED800X1;TCL;78.0;TELEVISION
43HL7300;HITACHI;54.0;TELEVISION
43HAK6350;HITACHI;54.0;TELEVISION
50HK6300;HITACHI;71.0;TELEVISION
50HAK5350;HITACHI;71.0;TELEVISION
65HK5300;HITACHI;109.0;TELEVISION
50HK5300;HITACHI;71.0;TELEVISION
32HAK2355;HITACHI;32.0;TELEVISION
24HE2305;HITACHI;22.0;TELEVISION
32HE2300W;HITACHI;32.0;TELEVISION
24HE2300W;HITACHI;22.0;TELEVISION
32HE3300;HITACHI;32.0;TELEVISION
OLED55A16LA;LG Electronics;91.0;TELEVISION
OLED55A19LA;LG Electronics;91.0;TELEVISION
U43H7S;CHiQ;66.0;TELEVISION
R242Y;acer;18.0;MONITOR
40LTC2100;Salora;44.0;TELEVISION
TK32FHDS21B;TECHWOOD;32.0;TELEVISION
LT-50CA890b;JVC;86.0;TELEVISION
HP270WJB(HSG1428);Hannspree;17.0;MONITOR
Optix MAG271CP;MSI;26.2;MONITOR
PG65UQ;ASUS;136.0;MONITOR
24HAE2355;HITACHI;22.0;TELEVISION
43NV77FWS;CROWN;42.0;TELEVISION
E22-28(H20215FE0);Lenovo;12.8;MONITOR
XV280K;acer;27.0;MONITOR
GU60AU8079U;SAMSUNG;121.0;TELEVISION
50P718X1;TCL;50.0;TELEVISION
50P716X1;TCL;50.0;TELEVISION
TF1934MC-B7X;IIYAMA CORPORATION;17.6;MONITOR
C24G2AE/BK;AOC;17.0;MONITOR
43UT661H0ZA;LG Electronics;65.0;TELEVISION
XB3270QS-B1 C;IIYAMA CORPORATION;32.8;MONITOR
UE75TU7020K;SAMSUNG;154.0;TELEVISION
49LT340C0ZB;LG Electronics;54.0;TELEVISION
QE65Q82TAL;SAMSUNG;255.0;TELEVISION
QE55Q68TAU;SAMSUNG;103.0;TELEVISION
UE75TU7122K;SAMSUNG;184.0;TELEVISION
CG32UQ;ASUS;40.8;MONITOR
VA24EHL;ASUS;18.0;MONITOR
VS18226;ViewSonic;26.0;MONITOR
G27Q;GIGABYTE;26.0;MONITOR
VS18229;ViewSonic;42.0;MONITOR
G34WQC;GIGABYTE;39.0;MONITOR
Optix G27C7;MSI;26.1;MONITOR
EG240Y;acer;22.0;MONITOR
ALD-14511;"A.I.O. EVO HD LED TV Ultrawide 24"" (mit integrierter Antennensteuerung)";24.0;TELEVISION
ALD-15242;"LED TV Smartwide 22"" / DVB-S2, DVB-T2, DVB-C /  Bluetooth";19.0;TELEVISION
ALD-15243;"LED TV Smartwide 24"" / DVB-S2, DVB-T2, DVB-C /  Bluetooth";17.0;TELEVISION
E2070SWN;AOC;13.4;MONITOR
E970SWN;AOC;12.4;MONITOR
LEDW160;Reflexion;11.0;TELEVISION
LEDW19i;Reflexion;16.0;TELEVISION
LDDW19i;Reflexion;16.0;TELEVISION
VG32VQ;ASUS;40.8;MONITOR
XG43VQ;ASUS;49.2;MONITOR
VS17210;ViewSonic;24.9;MONITOR
U3277PWQU;AOC;39.9;MONITOR
L55UE20;Logik;82.0;TELEVISION
LT-43C800;JVC;54.0;TELEVISION
LT-55K800;JVC;82.0;TELEVISION
A39HD0121BSmart;AYA;36.0;TELEVISION
GQ75Q75TGT;SAMSUNG;210.0;TELEVISION
GU65TU8379U;SAMSUNG;116.0;TELEVISION
Royal Line II 16;Megasat/TV;14.0;TELEVISION
Royal Line II 19;Megasat/TV;16.0;TELEVISION
HF554UPB(HSG1405);Hannspree;64.0;MONITOR
969041_ED75A00UHD-MM;EDENWOOD;200.0;TELEVISION
VG240Y P;acer;18.0;MONITOR
969298_HI5505UHD-MM;HIGH ONE;109.0;TELEVISION
969288_HI4305UHD-MM;HIGH ONE;59.0;TELEVISION
TV1611;ANTARION;11.0;TELEVISION
43LED6021SW;Prosonic;42.0;TELEVISION
I2481FXH;AOC;16.7;MONITOR
I2790PQU;AOC;19.0;MONITOR
55F501HK5110;HITACHI;82.0;TELEVISION
Optix MAG274QRF-QD;MSI;26.1;MONITOR
Optix MAG342CQRV;MSI;31.0;MONITOR
RX321QU;acer;35.0;MONITOR
24HC1QR;AOPEN;23.0;MONITOR
27HC2R;AOPEN;26.0;MONITOR
UE55TU7110K;SAMSUNG;103.0;TELEVISION
UH55F-E;SAMSUNG;200.0;SIGNAGE
43MUC7001Y;METZ;57.0;TELEVISION
32DH02SCH;SCHONTECH;32.0;TELEVISION
HY32H4020T;HYUNDAI;32.0;TELEVISION
G27q-20(A20270QG0);Lenovo;31.5;MONITOR
RG240Y;acer;16.3;MONITOR
RT270;acer;17.6;MONITOR
BE249QLB-G;ASUS;21.7;MONITOR
BE24EQK;ASUS;14.6;MONITOR
C624AQ;ASUS;21.7;MONITOR
C624AQH;ASUS;21.7;MONITOR
C624BQH;ASUS;28.2;MONITOR
C624WQ;ASUS;15.0;MONITOR
PA24AC;ASUS;18.8;MONITOR
TK43UHDA20;TECHWOOD;54.0;TELEVISION
TK55UHDS40B;TECHWOOD;82.0;TELEVISION
TKA32HD05B;TELEFUNKEN;32.0;TELEVISION
TKA500UHD10B;TELEFUNKEN;71.0;TELEVISION
TKA650UHD10B;TELEFUNKEN;109.0;TELEVISION
TFL65AUHD20BC;TELEFUNKEN;109.0;TELEVISION
ET1902L;Elo ;11.4;MONITOR
VA24DQ;ASUS;11.6;MONITOR
VA279HAL;ASUS;21.7;MONITOR
VL278H;ASUS;26.1;MONITOR
VP229HE;ASUS;13.0;MONITOR
VZ279HEG1R;ASUS;16.5;MONITOR
VG249Q;ASUS;18.0;MONITOR
VG27VH1B;ASUS;21.6;MONITOR
CQ32G1;AOC;39.9;MONITOR
CL43UHD21BSW;CLAYTON;54.0;TELEVISION
CQ27G2U/BK;AOC;26.0;MONITOR
C27G1;AOC;25.6;MONITOR
49UT762H1ZA;LG Electronics;73.0;TELEVISION
28LT662VBZB;LG Electronics;27.0;TELEVISION
32LT662VBZC;LG Electronics;29.0;TELEVISION
49WL950G-BE;LG Electronics;55.0;MONITOR
49UT662H0ZB;LG Electronics;72.0;TELEVISION
22-FFF-4760;Finlux;22.0;TELEVISION
VZ229HR;ASUS;14.0;MONITOR
24B1H;AOC;17.4;MONITOR
24E1Q;AOC;18.0;MONITOR
ET2201L;Elo ;19.0;MONITOR
75EP661X2;TCL;127.0;TELEVISION
75EP663X2;TCL;127.0;TELEVISION
TVF32R528STWEB;GoGEN;32.0;TELEVISION
FLR32TS611SMART;Hyundai;32.0;TELEVISION
ULW43TS754SMART;Hyundai;54.0;TELEVISION
32 HYN 5700 B;HYUNDAI;32.0;TELEVISION
39 HYN 6750 B;HYUNDAI;36.0;TELEVISION
LT-50VU6905;JVC;71.0;TELEVISION
LT-32VH5905;JVC;32.0;TELEVISION
LT-43VA3035;JVC;54.0;TELEVISION
LT-50VA8035;JVC;71.0;TELEVISION
TE43551B42V2K;TELEFUNKEN;42.0;TELEVISION
LT-24VHQ42I;JVC;22.0;TELEVISION
EXPTE395S27YXH;TELEFUNKEN;45.0;TELEVISION
SL32405H;SCHAUB LORENZ;32.0;TELEVISION
XD40F2VSAT;XD;45.0;TELEVISION
GTV1682PVR;Gelhard;10.0;TELEVISION
27MP500;LG Electronics;21.6;MONITOR
ET1502L;Elo ;12.0;MONITOR
2433T2;CROWN;28.0;TELEVISION
3277T2;CROWN;43.0;TELEVISION
SMT75E1MUC2M1B1;SmartTech;128.0;TELEVISION
L238DPH;V7;18.0;MONITOR
LDD2420;Reflexion;21.5;TELEVISION
VP249HR;ASUS;18.0;MONITOR
HA230;acer;13.2;MONITOR
VS18117;ViewSonic;23.9;MONITOR
FPM-121W;Advantech;16.7;MONITOR
GQ75LST7TAU;SAMSUNG;442.0;TELEVISION
GQ58Q60TAT;SAMSUNG;113.0;TELEVISION
43SH7DD;LG Electronics;77.9;SIGNAGE
UE55RU7302K;SAMSUNG;137.0;TELEVISION
UE65RU7300K;SAMSUNG;146.0;TELEVISION
GQ75Q950RGT;SAMSUNG;490.0;TELEVISION
UE65TU8300K;SAMSUNG;116.0;TELEVISION
UE43TU7020K;SAMSUNG;67.0;TELEVISION
UE43TU7090U;SAMSUNG;67.0;TELEVISION
UE43TU7110K;SAMSUNG;83.0;TELEVISION
UE50TU7099U;SAMSUNG;86.0;TELEVISION
A55UHD0320BS;AYA;82.0;TELEVISION
X3291HS-B1;IIYAMA CORPORATION;32.4;MONITOR
LC-40CFG6351K;Sharp;45.0;TELEVISION
LC-40FG5341KF;Sharp;45.0;TELEVISION
LC-40FG5151KF;Sharp;45.0;TELEVISION
BLA-236/207O-GB-3B-EGP-UK;Blaupunkt;21.0;TELEVISION
BLA-236/207O-GB-3B-EGDP-UK;Blaupunkt;21.0;TELEVISION
BLA-236/207O-GB-3B-EGBQDP-EU;Blaupunkt;21.0;TELEVISION
LC-50CFG6002E;Sharp;70.0;TELEVISION
LC-24CHF4011EW;Sharp;21.0;TELEVISION
LC-40UG7252E;Sharp;58.0;TELEVISION
LC-40FI3221K;Sharp;45.0;TELEVISION
LC-40UG7252K;Sharp;58.0;TELEVISION
LC-55UI7552E;Sharp;101.0;TELEVISION
LC-49UI7352E;Sharp;82.0;TELEVISION
LC-24DHG6001KF;Sharp;21.0;TELEVISION
LC-32HI3422E;Sharp;31.0;TELEVISION
LC-49FI5342KF;Sharp;67.0;TELEVISION
LC-55UI7252E;Sharp;101.0;TELEVISION
LC-55UI7352K;Sharp;101.0;TELEVISION
LC-43UI8652E;Sharp;65.0;TELEVISION
LC-40FI5242KF;Sharp;45.0;TELEVISION
LC-32CHG6021KF;Sharp;31.0;TELEVISION
LC-40FI3222E;Sharp;45.0;TELEVISION
LC-65UI7252E;Sharp;118.0;TELEVISION
BLA-236/207O-GW-3W-EGBQP-EU;Blaupunkt;21.0;TELEVISION
LC-40FI3422E;Sharp;45.0;TELEVISION
LC-32HI5332KF;Sharp;31.0;TELEVISION
LC-40FG2241K;Sharp;45.0;TELEVISION
LC-32HI3221K;Sharp;31.0;TELEVISION
LC-40FI3421K;Sharp;45.0;TELEVISION
LC-32HI5012KF;Sharp;31.0;TELEVISION
LC-50UI7222E;Sharp;70.0;TELEVISION
LC-70UI7652E;Sharp;154.0;TELEVISION
LC-70UI9362E;Sharp;154.0;TELEVISION
LC-50UI7422E;Sharp;70.0;TELEVISION
LC-43CFE6141EW;Sharp;50.0;TELEVISION
PD-F32H144Q-12DBK;Polaroid;31.0;TELEVISION
BLA-48/148Z-GB-11B-FGBQUX-EU;Blaupunkt;66.0;TELEVISION
LC-24DHG6001KFR;Sharp;21.0;TELEVISION
4T-C40AJ2EF2NB;Sharp;58.0;TELEVISION
4T-C50BJ2EE2NB;Sharp;70.0;TELEVISION
4T-C50BJ3KF2FB;Sharp;70.0;TELEVISION
1T-C32BC0EO2NB;Sharp;31.0;TELEVISION
4T-C40AJ2KF2FB;Sharp;58.0;TELEVISION
LC-24DHG6132KFM;Sharp;21.0;TELEVISION
LC-32FI5442E;Sharp;31.0;TELEVISION
LC-32HI2332KF;Sharp;31.0;TELEVISION
LC-32HI5232EW;Sharp;31.0;TELEVISION
4T-C43BJ5KF2FB;Sharp;65.0;TELEVISION
1T-C32AC6EE2NB;Sharp;31.0;TELEVISION
1T-C32BC2KE1FB;Sharp;31.0;TELEVISION
2T-C40AG6EE2NB;Sharp;45.0;TELEVISION
2T-C40BF2EE2NW;Sharp;45.0;TELEVISION
2T-C40BF3EE2NB;Sharp;45.0;TELEVISION
2T-C40BG2EG2NB;Sharp;45.0;TELEVISION
2T-C40BG2IG2NB;Sharp;45.0;TELEVISION
4T-C50BJ3EF2NB;Sharp;70.0;TELEVISION
LC-24DHG6001EW;Sharp;21.0;TELEVISION
1T-C32BC0KO2FB;Sharp;31.0;TELEVISION
4T-C40AJ6IE1NB;Sharp;58.0;TELEVISION
4T-C49BJ1EF2NB;Sharp;82.0;TELEVISION
4T-C50BJ2KF2FB;Sharp;70.0;TELEVISION
BLA-236/207M-GB-3B-EGBQUX-EU;Blaupunkt;21.0;TELEVISION
LC-32HI3221KP;Sharp;31.0;TELEVISION
LC-49CUG8462KS;Sharp;82.0;TELEVISION
LC-55CUG8062K;Sharp;101.0;TELEVISION
4T-C65BJ3EF2NB;Sharp;118.0;TELEVISION
4T-C65BL3EF2AB;Sharp;118.0;TELEVISION
4T-C40BJ2EF2NB;SHARP;58.0;TELEVISION
4T-C50BJ2EF2NB;SHARP;70.0;TELEVISION
4T-C50BL3EF2AB;SHARP;70.0;TELEVISION
4T-C55BL5EF2AB;SHARP;101.0;TELEVISION
4T-C50BL5EF2AB;SHARP;70.0;TELEVISION
1T-C24BC0KR1FB;SHARP;21.0;TELEVISION
